store_id,street,city,state,zip,phone,latitude,longitude,website,brand,color,state_name
3986706,3900 Cabela Drive,Owatonna,MN,55060,(507) 451-4545,44.1346596,-93.2505138,https://stores.cabelas.com/us/mn/owatonna/3900-cabela-drive.html,Cabela's,#0058a0,Minnesota
3986776,391 N Cabela Dr,Farmington,UT,84025,(801) 939-3700,40.9864584,-111.9120169,https://stores.cabelas.com/us/ut/farmington/391-n-cabela-dr.html,Cabela's,#0058a0,Utah
3986763,44 Highland Common,Hudson,MA,01749,(978) 212-6200,42.3917989,-71.5969904,https://stores.cabelas.com/us/ma/hudson/44-highland-common.html,Cabela's,#0058a0,Massachusetts
3986732,4550 King Avenue East,Billings,MT,59101,(406) 373-7300,45.7530621,-108.5291599,https://stores.cabelas.com/us/mt/billings/4550-king-avenue-east.html,Cabela's,#0058a0,Montana
3986726,475 E Hartford Blvd,East Hartford,CT,06118,(860) 290-6200,41.7555743,-72.6222214,https://stores.cabelas.com/us/ct/east-hartford/475-e-hartford-blvd.html,Cabela's,#0058a0,Connecticut
3986774,5000 Cabela Drive,Henrico,VA,23233,(804) 340-7300,37.6643021,-77.6376755,https://stores.cabelas.com/us/va/henrico/5000-cabela-drive.html,Cabela's,#0058a0,Virginia
3986744,5100 Norton Healthcare Blvd,Louisville,KY,40241,(502) 365-9020,38.3134101,-85.5704889,https://stores.cabelas.com/us/ky/louisville/5100-norton-healthcare-blvd.html,Cabela's,#0058a0,Kentucky
8278852,5151 Lang Ave NE,Albuquerque,NM,87109,(505) 336-2700,35.1732671,-106.5863937,https://stores.cabelas.com/us/nm/albuquerque/5151-lang-ave-ne.html,Cabela's,#0058a0,New Mexico
3986741,5202 Bay Road,Saginaw,MI,48604,(989) 321-5700,43.481432,-83.9742307,https://stores.cabelas.com/us/mi/saginaw/5202-bay-road.html,Cabela's,#0058a0,Michigan
3986724,5225 Prairie Stone Pkwy,Hoffman Estates,IL,60192,(847) 645-0400,42.0725794,-88.2051852,https://stores.cabelas.com/us/il/hoffman-estates/5225-prairie-stone-pkwy.html,Cabela's,#0058a0,Illinois
4489732,5291 Wellington Branch Dr.,Gainesville,VA,20155,(571) 222-9000,38.7970129,-77.5993031,https://stores.cabelas.com/us/va/gainesville/5291-wellington-branch-dr.html,Cabela's,#0058a0,Virginia
3986775,5500 Cornerstone North Blvd,Centerville,OH,45440,(937) 949-2000,39.6618953,-84.1011233,https://stores.cabelas.com/us/oh/centerville/5500-cornerstone-north-blvd.html,Cabela's,#0058a0,Ohio
3986723,5555 St Louis Mills Boulevard,Hazelwood,MO,63042,(314) 225-0100,38.7871306,-90.4147936,https://stores.cabelas.com/us/mo/hazelwood/5555-st-louis-mills-boulevard.html,Cabela's,#0058a0,Missouri
3986709,601 Cabela Drive,Mitchell,SD,57301,(605) 996-0337,43.689808,-98.017678,https://stores.cabelas.com/us/sd/mitchell/601-cabela-drive.html,Cabela's,#0058a0,South Dakota
8247301,6450-10 Desert Blvd. North,El Paso,TX,79912,(915) 263-8100,31.8883395,-106.5794581,https://stores.cabelas.com/us/tx/el-paso/6450-10-desert-blvd--north.html,Cabela's,#0058a0,Texas
3986769,7090 Cabela Drive NW,Huntsville,AL,35806,(256) 517-7200,34.7070819,-86.6830088,https://stores.cabelas.com/us/al/huntsville/7090-cabela-drive-nw.html,Cabela's,#0058a0,Alabama
3986759,7555 Southwest Nyberg Street,Tualatin,OR,97062,(503) 822-2000,45.384515,-122.7545712,https://stores.cabelas.com/us/or/tualatin/7555-southwest-nyberg-street.html,Cabela's,#0058a0,Oregon
3986727,7700 Cabela Dr,Hammond,IN,46324,(219) 845-9040,41.5727799,-87.4826518,https://stores.cabelas.com/us/in/hammond/7700-cabela-dr.html,Cabela's,#0058a0,Indiana
3986722,8109 West Franklin Road,Boise,ID,83709,(208) 672-7900,43.6032515,-116.2831622,https://stores.cabelas.com/us/id/boise/8109-west-franklin-road.html,Cabela's,#0058a0,Idaho
3986754,8400 Hudson Road,Woodbury,MN,55125,(612) 255-0000,44.9462631,-92.9362739,https://stores.cabelas.com/us/mn/woodbury/8400-hudson-road.html,Cabela's,#0058a0,Minnesota
3986725,8650 Boomtown Garson Road,Verdi,NV,89439,(775) 829-4100,39.513096,-119.9686998,https://stores.cabelas.com/us/nv/verdi/8650-boomtown-garson-road.html,Cabela's,#0058a0,Nevada
3986737,9810 Quil Ceda Boulevard,Tulalip,WA,98271,(360) 474-4880,48.0843277,-122.1871295,https://stores.cabelas.com/us/wa/tulalip/9810-quil-ceda-boulevard.html,Cabela's,#0058a0,Washington
