theater_name,street,city,state,postal_code,url,latitude,longitude,state_name,brand,updated
AMC Eastchase 9,8301 Ederville Road,Fort Worth,TX,76120,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-eastchase-9,32.75696,-97.1712,Texas,AMC Theaters,2024-03-17
AMC Burleson 14,301 W Rendon Crowley Road,Burleson,TX,76028,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-burleson-14,32.57653,-97.324389,Texas,AMC Theaters,2024-03-17
AMC Grapevine Mills 24,3150 Grapevine Mills Parkway,Grapevine,TX,76051,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-grapevine-mills-24,32.968747,-97.037021,Texas,AMC Theaters,2024-03-17
AMC Palace 9,220 East Third Street,Fort Worth,TX,76102-0000,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-palace-9,32.755597,-97.330577,Texas,AMC Theaters,2024-03-17
AMC DINE-IN Clearfork 8,5015 Trailhead Bend Way,Fort Worth,TX,76109,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-dine-in-clearfork-8,32.708549,-97.4012895,Texas,AMC Theaters,2024-03-17
AMC DINE-IN Stonebriar 24,2601 Preston Road  Ste 300,Frisco,TX,75034-0000,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-dine-in-stonebriar-24,33.098641,-96.811081,Texas,AMC Theaters,2024-03-17
AMC Firewheel 18,100 Coneflower Drive,Garland,TX,75040,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-firewheel-18,32.950445,-96.613813,Texas,AMC Theaters,2024-03-17
AMC DINE-IN Mesquite 30,19919 Lyndon B Johnson Fwy,Mesquite,TX,75149,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-dine-in-mesquite-30,32.78816,-96.627181,Texas,AMC Theaters,2024-03-17
AMC CLASSIC Forney 12,600 N FM 548,Forney,TX,75126,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-classic-forney-12,32.748364,-96.44973,Texas,AMC Theaters,2024-03-17
AMC Hulen 10,6330 Hulen Bend Blvd,Fort Worth,TX,76132,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-hulen-10,32.6601,-97.40372,Texas,AMC Theaters,2024-03-17
AMC Lake Worth 14,6600 NW Loop 820,Fort Worth,TX,76135,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-lake-worth-14,32.803741,-97.429944,Texas,AMC Theaters,2024-03-17
AMC Irving Mall 14,2433 Irving Mall,Irving,TX,75062-5154,https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-irving-mall-14,32.841082,-96.994418,Texas,AMC Theaters,2024-03-17
AMC Flatiron Crossing 14,61 West Flatiron Crossing Dr.,Broomfield,CO,80021-8870,https://www.amctheatres.com/movie-theatres/denver/amc-flatiron-crossing-14,39.930182,-105.136121,Colorado,AMC Theaters,2024-03-17
AMC Orchard 12,14653 Orchard Pkwy,Westminster,CO,80023-9177,https://www.amctheatres.com/movie-theatres/denver/amc-orchard-12,39.961519,-104.993843,Colorado,AMC Theaters,2024-03-17
AMC 9+CO 10,826 Albion Street,Denver,CO,80220,https://www.amctheatres.com/movie-theatres/denver/amc-9-co-10,39.72969123,-104.93930515,Colorado,AMC Theaters,2024-03-17
AMC Highlands Ranch 24,103 W Centennial Blvd,Highlands Ranch,CO,80129-2303,https://www.amctheatres.com/movie-theatres/denver/amc-highlands-ranch-24,39.5602257345,-104.9912913314,Colorado,AMC Theaters,2024-03-17
AMC Westminster Promenade 24,10655 Westminster Blvd.,Westminster,CO,80020-4166,https://www.amctheatres.com/movie-theatres/denver/amc-westminster-promenade-24,39.88969,-105.072257,Colorado,AMC Theaters,2024-03-17
AMC Fort Collins 10,3636 Manhattan Ave,Fort Collins,CO,80526-3273,https://www.amctheatres.com/movie-theatres/denver/amc-fort-collins-10,40.536453,-105.081472,Colorado,AMC Theaters,2024-03-17
AMC DINE-IN Southlands 16,23955 E Plaza Ave,Aurora,CO,80016,https://www.amctheatres.com/movie-theatres/denver/amc-dine-in-southlands-16,39.606547,-104.708823,Colorado,AMC Theaters,2024-03-17
AMC Arapahoe Crossing 16,6696 S Parker Rd,Aurora,CO,80016,https://www.amctheatres.com/movie-theatres/denver/amc-arapahoe-crossing-16,39.5961468405,-104.7981573234,Colorado,AMC Theaters,2024-03-17
AMC Brighton 12,250 Pavilions Place,Brighton,CO,80601,https://www.amctheatres.com/movie-theatres/denver/amc-brighton-12,39.983913,-104.824712,Colorado,AMC Theaters,2024-03-17
AMC Castle Rock 12,3960 Limelight Ave,Castle Rock,CO,80109,https://www.amctheatres.com/movie-theatres/denver/amc-castle-rock-12,39.40231,-104.879636,Colorado,AMC Theaters,2024-03-17
"AMC DINE-IN Cherry Creek 8, Parking Validation Available",3000 E 1st Ave,Denver,CO,80206,https://www.amctheatres.com/movie-theatres/denver/amc-dine-in-cherry-creek-8,39.717483,-104.952908,Colorado,AMC Theaters,2024-03-17
AMC Bowles Crossing 12,8035 W Bowles Ave,Littleton,CO,80123,https://www.amctheatres.com/movie-theatres/denver/amc-bowles-crossing-12,39.611638,-105.08576,Colorado,AMC Theaters,2024-03-17
AMC Twenty Mile 10,18625 Stage Run Rd,Parker,CO,80134,https://www.amctheatres.com/movie-theatres/denver/amc-twenty-mile-10,39.5203638033,-104.7724465404,Colorado,AMC Theaters,2024-03-17
AMC Destin Commons 14,4000 Legendary Drive,Destin,FL,32541,https://www.amctheatres.com/movie-theatres/destin/amc-destin-commons-14,30.39207,-86.4238,Florida,AMC Theaters,2024-03-17
AMC Livonia 20,19500 Haggerty Road,Livonia,MI,48152,https://www.amctheatres.com/movie-theatres/detroit/amc-livonia-20,42.4283894,-83.43039416,Michigan,AMC Theaters,2024-03-17
AMC Forum 30,44681 Mound Road,Sterling Heights,MI,48314-1321,https://www.amctheatres.com/movie-theatres/detroit/amc-forum-30,42.622183,-83.052192,Michigan,AMC Theaters,2024-03-17
AMC John R 15,32289 John R Road,Madison Heights,MI,48071,https://www.amctheatres.com/movie-theatres/detroit/amc-john-r-15,42.5311301795,-83.1106393142,Michigan,AMC Theaters,2024-03-17
AMC Star Gratiot 15,35705 South Gratiot Ave.,Clinton Twp,MI,48035,https://www.amctheatres.com/movie-theatres/detroit/amc-star-gratiot-15,42.5591921947,-82.8997562626,Michigan,AMC Theaters,2024-03-17
AMC Star Great Lakes 25,4300 Baldwin Rd,Auburn Hills,MI,48326,https://www.amctheatres.com/movie-theatres/detroit/amc-star-great-lakes-25,42.702043,-83.293894,Michigan,AMC Theaters,2024-03-17
AMC Birchwood 10,4350 24th Ave,Fort Gratiot,MI,48059-3851,https://www.amctheatres.com/movie-theatres/detroit/amc-birchwood-10,43.037733,-82.456641,Michigan,AMC Theaters,2024-03-17
AMC CLASSIC Dothan Pavilion 12,4883 Montgomery Highway,Dothan,AL,36303,https://www.amctheatres.com/movie-theatres/dothan-al/amc-classic-dothan-pavilion-12,31.270319,-85.447847,Alabama,AMC Theaters,2024-03-17
AMC CLASSIC Dothan 6,209 Executive Park Drive,Dothan,AL,36303-5936,https://www.amctheatres.com/movie-theatres/dothan-al/amc-classic-dothan-6,31.254927,-85.430374,Alabama,AMC Theaters,2024-03-17
AMC CLASSIC Dubuque 14,2835 Nw Arterial,Dubuque,IA,52002,https://www.amctheatres.com/movie-theatres/dubuque/amc-classic-dubuque-14,42.524321,-90.738101,Iowa,AMC Theaters,2024-03-17
AMC Brunswick Square 13,755 NJ-18,East Brunswick,NJ,08816,https://www.amctheatres.com/movie-theatres/east-brunswick/amc-brunswick-square-13,40.4226,-74.3831,New Jersey,AMC Theaters,2024-03-17
AMC East Hanover 12,145 NJ-10,East Hanover,NJ,07936,https://www.amctheatres.com/movie-theatres/east-hanover/amc-east-hanover-12,40.808754,-74.381931,New Jersey,AMC Theaters,2024-03-17
AMC Monmouth Mall 15,Route 35 & 36,Eatontown,NJ,07724,https://www.amctheatres.com/movie-theatres/eatontown/amc-monmouth-mall-15,40.294706,-74.053376,New Jersey,AMC Theaters,2024-03-17
AMC DINE-IN Menlo Park 12,55 Parsonage Rd,Edison,NJ,08837,https://www.amctheatres.com/movie-theatres/edison/amc-dine-in-menlo-park-12,40.548087,-74.334319,New Jersey,AMC Theaters,2024-03-17
AMC CLASSIC East Pointe 12,8300 Gateway East,El Paso,TX,79907,https://www.amctheatres.com/movie-theatres/el-paso/amc-classic-east-pointe-12,31.739573,-106.32813,Texas,AMC Theaters,2024-03-17
AMC El Paso 16,9840 Gateway Blvd N,El Paso,TX,79924,https://www.amctheatres.com/movie-theatres/el-paso/amc-el-paso-16,31.894443,-106.438154,Texas,AMC Theaters,2024-03-17
AMC Jersey Gardens 20,651 Kapkowski Road,Elizabeth,NJ,07201,https://www.amctheatres.com/movie-theatres/elizabeth/amc-jersey-gardens-20,40.65923596,-74.16846962,New Jersey,AMC Theaters,2024-03-17
AMC CLASSIC Corvallis 12,750 Ne Circle Blvd,Corvallis,OR,97330,https://www.amctheatres.com/movie-theatres/eugene-or/amc-classic-corvallis-12,44.587694,-123.248824,Oregon,AMC Theaters,2024-03-17
AMC Evansville 16,5600 Pearl Dr,Evansville,IN,47712,https://www.amctheatres.com/movie-theatres/evansville/amc-evansville-16,37.972956,-87.643888,Indiana,AMC Theaters,2024-03-17
AMC CLASSIC Vincennes 8,1496 S Hart Street Rd,Vincennes,IN,47591,https://www.amctheatres.com/movie-theatres/evansville/amc-classic-vincennes-8,38.672237,-87.517928,Indiana,AMC Theaters,2024-03-17
AMC Fiesta Square 12,3033 North College,Fayetteville,AR,72703,https://www.amctheatres.com/movie-theatres/fayetteville/amc-fiesta-square-12,36.1079530321,-94.1490094332,Arkansas,AMC Theaters,2024-03-17
AMC CLASSIC Fort Smith 14,5716 Towson Ave,Fort Smith,AR,72901,https://www.amctheatres.com/movie-theatres/fayetteville/amc-classic-fort-smith-14,35.329435,-94.424237,Arkansas,AMC Theaters,2024-03-17
AMC CLASSIC Fashion Square 10,4511 Fashion Square Blvd,Saginaw,MI,48604-2615,https://www.amctheatres.com/movie-theatres/flint-mi/amc-classic-fashion-square-10,43.472884,-83.969601,Michigan,AMC Theaters,2024-03-17
AMC Merchants Crossing 16,15201 N. Cleveland Avenue,North Fort Myers,FL,33903,https://www.amctheatres.com/movie-theatres/fort-myers/amc-merchants-crossing-16,26.685433,-81.904537,Florida,AMC Theaters,2024-03-17
AMC Freehold 14,101 Trotters Way,Freehold,NJ,07728,https://www.amctheatres.com/movie-theatres/freehold/amc-freehold-14,40.249677,-74.294567,New Jersey,AMC Theaters,2024-03-17
AMC CLASSIC Jefferson Point 18,4250 W Jefferson Blvd,Fort Wayne,IN,46804-6818,https://www.amctheatres.com/movie-theatres/ft-wayne-in/amc-classic-jefferson-point-18,41.072726,-85.198956,Indiana,AMC Theaters,2024-03-17
AMC CLASSIC Galesburg 8,1401 W Carl Sandburg Dr,Galesburg,IL,61401,https://www.amctheatres.com/movie-theatres/galesburg/amc-classic-galesburg-8,40.968948,-90.393148,Illinois,AMC Theaters,2024-03-17
AMC CLASSIC Hobart 12,2590 Southlake Mall Dr,Merrillville,IN,46410,https://www.amctheatres.com/movie-theatres/gary/amc-classic-hobart-12,41.468206,-87.305294,Indiana,AMC Theaters,2024-03-17
AMC CLASSIC Michigan City 14,100 Meijer Dr,Michigan City,IN,46360,https://www.amctheatres.com/movie-theatres/gary/amc-classic-michigan-city-14,41.676208,-86.893932,Indiana,AMC Theaters,2024-03-17
AMC Schererville 16,875 Deer Creek Dr,Schererville,IN,46375,https://www.amctheatres.com/movie-theatres/gary/amc-schererville-16,41.500422,-87.476084,Indiana,AMC Theaters,2024-03-17
AMC Schererville 12,1400 Eagle Ridge Dr,Schererville,IN,46375,https://www.amctheatres.com/movie-theatres/gary/amc-schererville-12,41.507804,-87.474077,Indiana,AMC Theaters,2024-03-17
AMC Holland 8,12270 James St,Holland,MI,49424,https://www.amctheatres.com/movie-theatres/grand-rapids/amc-holland-8,42.80772,-86.08469,Michigan,AMC Theaters,2024-03-17
AMC Grand Rapids 18,3000 Alpine Ave Nw,Walker,MI,49544-8213,https://www.amctheatres.com/movie-theatres/grand-rapids/amc-grand-rapids-18,43.0184998416,-85.6861363075,Michigan,AMC Theaters,2024-03-17
AMC CLASSIC Great Falls 10,1601 Marketplace Dr,Great Falls,MT,59404,https://www.amctheatres.com/movie-theatres/great-falls-mt/amc-classic-great-falls-10,47.482373,-111.342088,Montana,AMC Theaters,2024-03-17
AMC CLASSIC Manitowoc 10,2555 S 44th St,Manitowoc,WI,54220,https://www.amctheatres.com/movie-theatres/green-bay-wi/amc-classic-manitowoc-10,44.07026,-87.706444,Wisconsin,AMC Theaters,2024-03-17
AMC High Point 8,2705 N Main St,High Point,NC,27265,https://www.amctheatres.com/movie-theatres/greensboro-nc/amc-high-point-8,35.993316,-80.032618,North Carolina,AMC Theaters,2024-03-17
AMC Hanes 12,1501 Sw Hanes Mall Blvd,Winston Salem,NC,27103,https://www.amctheatres.com/movie-theatres/greensboro-nc/amc-hanes-12,36.069355,-80.33393,North Carolina,AMC Theaters,2024-03-17
AMC River Hills 10,121 River Hills Rd,Asheville,NC,28805,https://www.amctheatres.com/movie-theatres/greenville-nc/amc-river-hills-10,35.5708,-82.5204,North Carolina,AMC Theaters,2024-03-17
AMC Fire Tower 12,1685 E Firetower Road,Greenville,NC,27834,https://www.amctheatres.com/movie-theatres/greenville-nc/amc-fire-tower-12,35.56652,-77.36091,North Carolina,AMC Theaters,2024-03-17
AMC CLASSIC Havelock 6,500 Mccotter Blvd,Havelock,NC,28532,https://www.amctheatres.com/movie-theatres/greenville-nc/amc-classic-havelock-6,34.85611,-76.89327,North Carolina,AMC Theaters,2024-03-17
AMC CLASSIC Jacksonville 16,350 Western Blvd,Jacksonville,NC,28546,https://www.amctheatres.com/movie-theatres/greenville-nc/amc-classic-jacksonville-16,34.763923,-77.378222,North Carolina,AMC Theaters,2024-03-17
AMC CLASSIC Kalli 12,1000 Kalli Drive,Jacksonville,NC,28546,https://www.amctheatres.com/movie-theatres/greenville-nc/amc-classic-kalli-12,34.797198,-77.417045,North Carolina,AMC Theaters,2024-03-17
AMC DINE-IN Shops At Riverside 9,390 Hackensack Ave.,Hackensack,NJ,07601,https://www.amctheatres.com/movie-theatres/hackensack/amc-dine-in-shops-at-riverside-9,40.907768,-74.03094,New Jersey,AMC Theaters,2024-03-17
AMC CLASSIC Camp Hill 12,3432 Simpson Ferry Rd,Camp Hill,PA,17011,https://www.amctheatres.com/movie-theatres/harrisburg-pa/amc-classic-camp-hill-12,40.227392,-76.939439,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC Hampden 8,4950 Carlisle Pike,Mechanicsburg,PA,17050,https://www.amctheatres.com/movie-theatres/harrisburg-pa/amc-classic-hampden-8,40.235165,-76.970065,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC Lisbon 12,162 River Rd,Lisbon,CT,06351,https://www.amctheatres.com/movie-theatres/hartford-new-haven/amc-classic-lisbon-12,41.585271,-71.98933,Connecticut,AMC Theaters,2024-03-17
AMC Katy Mills 20,"5000 Katy Mills Circle, #131",Katy,TX,77494,https://www.amctheatres.com/movie-theatres/houston/amc-katy-mills-20,29.776307,-95.811998,Texas,AMC Theaters,2024-03-17
AMC Willowbrook 24,17145 Tomball Parkway,Houston,TX,77064,https://www.amctheatres.com/movie-theatres/houston/amc-willowbrook-24,29.95318,-95.541181,Texas,AMC Theaters,2024-03-17
AMC Metropark Square 10,8870 Metropark Drive,Shenandoah,TX,77385,https://www.amctheatres.com/movie-theatres/houston/amc-metropark-square-10,30.1954118,-95.4537144,Texas,AMC Theaters,2024-03-17
AMC Deerbrook 24,20131 Highway 59 N,Humble,TX,77338,https://www.amctheatres.com/movie-theatres/houston/amc-deerbrook-24,30.009796397,-95.2714632203,Texas,AMC Theaters,2024-03-17
AMC First Colony 24,3301 Town Centre Blvd South,Sugar Land,TX,77479-2327,https://www.amctheatres.com/movie-theatres/houston/amc-first-colony-24,29.5871974499,-95.6274641297,Texas,AMC Theaters,2024-03-17
AMC Gulf Pointe 30,11801 S Sam Houston Pkwy E,Houston,TX,77089,https://www.amctheatres.com/movie-theatres/houston/amc-gulf-pointe-30,29.602357,-95.212731,Texas,AMC Theaters,2024-03-17
AMC Brazos Mall 14,100 Highway 332 West,Lake Jackson,TX,77566,https://www.amctheatres.com/movie-theatres/houston/amc-brazos-mall-14,29.050843,-95.458488,Texas,AMC Theaters,2024-03-17
AMC Spring 10,20115 Holzwarth Road,Spring,TX,77388,https://www.amctheatres.com/movie-theatres/houston/amc-spring-10,30.057531,-95.43792,Texas,AMC Theaters,2024-03-17
AMC Fountains 18,11225 Fountain Lake Drive,Stafford,TX,77477,https://www.amctheatres.com/movie-theatres/houston/amc-fountains-18,29.640936,-95.584413,Texas,AMC Theaters,2024-03-17
AMC Houston 8,510 Texas St.,Houston,TX,77002,https://www.amctheatres.com/movie-theatres/houston/amc-houston-8,29.7617665,-95.3667868,Texas,AMC Theaters,2024-03-17
AMC CLASSIC Decatur 12,1801 Beltline Rd. Sw,Decatur,AL,35601,https://www.amctheatres.com/movie-theatres/huntsville-al/amc-classic-decatur-12,34.572212,-87.017932,Alabama,AMC Theaters,2024-03-17
AMC CLASSIC Florence 12,301 Cox Creek Pkwy,Florence,AL,35630,https://www.amctheatres.com/movie-theatres/huntsville-al/amc-classic-florence-12,34.8342,-87.6366,Alabama,AMC Theaters,2024-03-17
AMC Valley Bend 18,1485 Four Mile Road South East,Huntsville,AL,35802,https://www.amctheatres.com/movie-theatres/huntsville-al/amc-valley-bend-18,34.673103,-86.544841,Alabama,AMC Theaters,2024-03-17
AMC CLASSIC Pine Ridge 11,4355 Yellowstone Ave,Chubbuck,ID,83202,https://www.amctheatres.com/movie-theatres/idaho-falls-id/amc-classic-pine-ridge-11,42.912054,-112.472301,Idaho,AMC Theaters,2024-03-17
AMC Castleton Square 14,6020 E. 82nd Street,Indianapolis,IN,46250,https://www.amctheatres.com/movie-theatres/indianapolis/amc-castleton-square-14,39.9076111629,-86.0639767063,Indiana,AMC Theaters,2024-03-17
AMC CLASSIC Crawfordsville 8,205 Dry Branch Dr,Crawfordsville,IN,47933-3817,https://www.amctheatres.com/movie-theatres/indianapolis/amc-classic-crawfordsville-8,40.0206,-86.9015,Indiana,AMC Theaters,2024-03-17
AMC Perry Crossing 18,380 Cinema Boulevard,Plainfield,IN,46168,https://www.amctheatres.com/movie-theatres/indianapolis/amc-perry-crossing-18,39.711197,-86.360543,Indiana,AMC Theaters,2024-03-17
AMC Indianapolis 17,4325 S Meridian St,Indianapolis,IN,46217,https://www.amctheatres.com/movie-theatres/indianapolis/amc-indianapolis-17,39.7023,-86.152961,Indiana,AMC Theaters,2024-03-17
AMC Washington Square 12,10280 E Washington St,Indianapolis,IN,46229,https://www.amctheatres.com/movie-theatres/indianapolis/amc-washington-square-12,39.778722,-85.983538,Indiana,AMC Theaters,2024-03-17
AMC Traders Point 12,5920 W 86th St,Indianapolis,IN,46278,https://www.amctheatres.com/movie-theatres/indianapolis/amc-traders-point-12,39.9139840835,-86.2655430212,Indiana,AMC Theaters,2024-03-17
AMC Regency 24,9451 Regency Square Blvd.,Jacksonville,FL,32225-0000,https://www.amctheatres.com/movie-theatres/jacksonville/amc-regency-24,30.326434,-81.553595,Florida,AMC Theaters,2024-03-17
AMC Orange Park 24,1910 Wells Road,Orange Park,FL,32073,https://www.amctheatres.com/movie-theatres/jacksonville/amc-orange-park-24,30.1847281,-81.7356529,Florida,AMC Theaters,2024-03-17
AMC Fleming Island 12,1820 Town Center Blvd,Fleming Island,FL,32003,https://www.amctheatres.com/movie-theatres/jacksonville/amc-fleming-island-12,30.098164,-81.714638,Florida,AMC Theaters,2024-03-17
AMC CLASSIC Yulee 10,96012 Lofton Square Court,Yulee,FL,32097,https://www.amctheatres.com/movie-theatres/jacksonville/amc-classic-yulee-10,30.623392,-81.544335,Florida,AMC Theaters,2024-03-17
AMC Newport Centre 11,30-300 Mall Drive West,Jersey City,NJ,07310,https://www.amctheatres.com/movie-theatres/jersey-city/amc-newport-centre-11,40.72923,-74.038365,New Jersey,AMC Theaters,2024-03-17
AMC CLASSIC Pittsburg 8,202 Centennial Drive,Pittsburg,KS,66762,https://www.amctheatres.com/movie-theatres/joplin/amc-classic-pittsburg-8,37.381441,-94.70438,Kansas,AMC Theaters,2024-03-17
AMC Ward Parkway 14,8600 Ward Parkway,Kansas City,MO,64114,https://www.amctheatres.com/movie-theatres/kansas-city/amc-ward-parkway-14,38.967384,-94.606619,Missouri,AMC Theaters,2024-03-17
AMC Independence Commons 20,19200 E 39th St S,Independence,MO,64057-2319,https://www.amctheatres.com/movie-theatres/kansas-city/amc-independence-commons-20,39.05001484,-94.35309845,Missouri,AMC Theaters,2024-03-17
AMC Town Center 20,11701 Nall Avenue,Leawood,KS,66211-2025,https://www.amctheatres.com/movie-theatres/kansas-city/amc-town-center-20,38.915971,-94.648142,Kansas,AMC Theaters,2024-03-17
AMC Legends 14,1841 Village West Parkway,Kansas City,KS,66111,https://www.amctheatres.com/movie-theatres/kansas-city/amc-legends-14,39.125696,-94.829342,Kansas,AMC Theaters,2024-03-17
AMC Barrywoods 24,8101 Roanridge Road,Kansas City,MO,64151-1356,https://www.amctheatres.com/movie-theatres/kansas-city/amc-barrywoods-24,39.2433468829,-94.6560483459,Missouri,AMC Theaters,2024-03-17
AMC DINE-IN Studio 28,12075 So Strang Line Road,Olathe,KS,66062-5256,https://www.amctheatres.com/movie-theatres/kansas-city/amc-dine-in-studio-28,38.907652,-94.76736,Kansas,AMC Theaters,2024-03-17
AMC DINE-IN Prairiefire 17,5724 W 136th Terrace,Overland Park,KS,66223,https://www.amctheatres.com/movie-theatres/kansas-city/amc-dine-in-prairiefire-17,38.8825,-94.6515,Kansas,AMC Theaters,2024-03-17
AMC CLASSIC Warrensburg 10,386 Hawthorne Blvd,Warrensburg,MO,64093,https://www.amctheatres.com/movie-theatres/kansas-city/amc-classic-warrensburg-10,38.782491,-93.733077,Missouri,AMC Theaters,2024-03-17
AMC CLASSIC Foothills 12,134 Foothills Mall Dr,Maryville,TN,37801,https://www.amctheatres.com/movie-theatres/knoxville-tn/amc-classic-foothills-12,35.737289,-83.992075,Tennessee,AMC Theaters,2024-03-17
AMC CLASSIC College Square 12,2550 E Morris Blvd,Morristown,TN,37813,https://www.amctheatres.com/movie-theatres/knoxville-tn/amc-classic-college-square-12,36.222601,-83.261003,Tennessee,AMC Theaters,2024-03-17
AMC CLASSIC Kokomo 12,1530 E Boulevard,Kokomo,IN,46902,https://www.amctheatres.com/movie-theatres/kokomo/amc-classic-kokomo-12,40.46469864,-86.11168696,Indiana,AMC Theaters,2024-03-17
AMC CLASSIC Marion 12,713 N Theatre Rd,Marion,IN,46952,https://www.amctheatres.com/movie-theatres/kokomo/amc-classic-marion-12,40.571806,-85.682739,Indiana,AMC Theaters,2024-03-17
AMC CLASSIC Desert Star 15,1301 Kalahari Dr,Baraboo,WI,53913,https://www.amctheatres.com/movie-theatres/lake-delton/amc-classic-desert-star-15,43.57199603,-89.77568478,Wisconsin,AMC Theaters,2024-03-17
AMC Rainbow Promenade 10,2321 N Rainbow Blvd,Las Vegas,NV,89108,https://www.amctheatres.com/movie-theatres/las-vegas/amc-rainbow-promenade-10,36.202141,-115.242275,Nevada,AMC Theaters,2024-03-17
AMC Town Square 18,6587 Las Vegas Blvd South,Las Vegas,NV,89119,https://www.amctheatres.com/movie-theatres/las-vegas/amc-town-square-18,36.068146,-115.178529,Nevada,AMC Theaters,2024-03-17
AMC Aviation 12,1200 South Stiles Street,Linden,NJ,07036-4724,https://www.amctheatres.com/movie-theatres/linden/amc-aviation-12,40.622135,-74.246296,New Jersey,AMC Theaters,2024-03-17
AMC Porter Ranch 9,20059 Rinaldi Street,Porter Ranch,CA,91326,https://www.amctheatres.com/movie-theatres/los-angeles/amc-porter-ranch-9,34.2753415,-118.5732404,California,AMC Theaters,2024-03-17
AMC Santa Monica 7,1310 3rd Street,Santa Monica,CA,90401-1310,https://www.amctheatres.com/movie-theatres/los-angeles/amc-santa-monica-7,34.016857,-118.497643,California,AMC Theaters,2024-03-17
AMC Santa Anita 16,400 South Baldwin Avenue,Arcadia,CA,91007-0000,https://www.amctheatres.com/movie-theatres/los-angeles/amc-santa-anita-16,34.1350533321,-118.0487459284,California,AMC Theaters,2024-03-17
"AMC Burbank Town Center 8, On Magnolia between First and Third inside the mall",201 E. Magnolia Blvd #345,Burbank,CA,91501-1159,https://www.amctheatres.com/movie-theatres/los-angeles/amc-burbank-town-center-8,34.1832943769,-118.3120169941,California,AMC Theaters,2024-03-17
AMC DINE-IN Topanga 12,6600 N Topanga Canyon Blvd #3100,Canoga Park,CA,91303,https://www.amctheatres.com/movie-theatres/los-angeles/amc-dine-in-topanga-12,34.18937,-118.603849,California,AMC Theaters,2024-03-17
AMC Anaheim GardenWalk 6,400 West Disney Way,Anaheim,CA,92802,https://www.amctheatres.com/movie-theatres/los-angeles/amc-anaheim-gardenwalk-6,33.8058554,-117.912123,California,AMC Theaters,2024-03-17
"AMC Burbank 16, On First Between Magnolia and Orange Grove",125 East Palm Avenue,Burbank,CA,91502-1833,https://www.amctheatres.com/movie-theatres/los-angeles/amc-burbank-16,34.181696,-118.311654,California,AMC Theaters,2024-03-17
AMC Montebello 10,1475 N. Montebello Blvd,Montebello,CA,90640-2584,https://www.amctheatres.com/movie-theatres/los-angeles/amc-montebello-10,34.033716,-118.09276,California,AMC Theaters,2024-03-17
AMC Marina Pacifica 12,6346 E. Pacific Coast Hwy,Long Beach,CA,90803-4863,https://www.amctheatres.com/movie-theatres/los-angeles/amc-marina-pacifica-12,33.760524,-118.113505,California,AMC Theaters,2024-03-17
AMC Victoria Gardens 12,12600 North Mainstreet,Rancho Cucamonga,CA,91739-0000,https://www.amctheatres.com/movie-theatres/los-angeles/amc-victoria-gardens-12,34.112834,-117.530114,California,AMC Theaters,2024-03-17
AMC Covina 17,1414 North Azusa Avenue,Covina,CA,91722-0000,https://www.amctheatres.com/movie-theatres/los-angeles/amc-covina-17,34.10515,-117.905384,California,AMC Theaters,2024-03-17
AMC Rolling Hills 20,2591 Airport Drive,Torrance,CA,90505-6137,https://www.amctheatres.com/movie-theatres/los-angeles/amc-rolling-hills-20,33.792456,-118.329561,California,AMC Theaters,2024-03-17
AMC Century City 15,"10250 Santa Monica Blvd,2000",Los Angeles,CA,90067,https://www.amctheatres.com/movie-theatres/los-angeles/amc-century-city-15,34.060464,-118.418674,California,AMC Theaters,2024-03-17
AMC DINE-IN Fullerton 20,1001 S Lemon St,Fullerton,CA,92832,https://www.amctheatres.com/movie-theatres/los-angeles/amc-dine-in-fullerton-20,33.862704,-117.919903,California,AMC Theaters,2024-03-17
AMC Puente Hills 20,1560 South Azusa Avenue,City Of Industry,CA,91748,https://www.amctheatres.com/movie-theatres/los-angeles/amc-puente-hills-20,33.99487,-117.926388,California,AMC Theaters,2024-03-17
AMC Del Amo 18,3525 W. Carson St,Torrance,CA,90503-5704,https://www.amctheatres.com/movie-theatres/los-angeles/amc-del-amo-18,33.833057,-118.348063,California,AMC Theaters,2024-03-17
AMC Tyler Galleria 16,3775 Tyler Avenue,Riverside,CA,92503,https://www.amctheatres.com/movie-theatres/los-angeles/amc-tyler-galleria-16,33.912871,-117.458058,California,AMC Theaters,2024-03-17
AMC Tustin 14 at The District,2457 Park Ave,Tustin,CA,92782-2705,https://www.amctheatres.com/movie-theatres/los-angeles/amc-tustin-14-at-the-district,33.698383,-117.82732,California,AMC Theaters,2024-03-17
