theater_name,street,city,state,postal_code,url,latitude,longitude,state_name,brand,updated
AMC DINE-IN Berkshire 8,800 Berkshire Boulevard,Wyomissing,PA,19610,https://www.amctheatres.com/movie-theatres/philadelphia/amc-dine-in-berkshire-8,40.3499231,-75.9670757,Pennsylvania,AMC Theaters,2024-03-17
AMC 309 Cinema 9,1461 Bethlehem Pike,North Wales,PA,19454-1337,https://www.amctheatres.com/movie-theatres/philadelphia/amc-309-cinema-9,40.20697097,-75.22525618,Pennsylvania,AMC Theaters,2024-03-17
AMC Philadelphia Mills 14,1149 Franklin Mills Circle,Philadelphia,PA,19154-3192,https://www.amctheatres.com/movie-theatres/philadelphia/amc-philadelphia-mills-14,40.087352,-74.959199,Pennsylvania,AMC Theaters,2024-03-17
AMC Plymouth Meeting Mall 12,494 W Germantown Pike,Plymouth Meeting,PA,19462-1322,https://www.amctheatres.com/movie-theatres/philadelphia/amc-plymouth-meeting-mall-12,40.11472684,-75.27938482,Pennsylvania,AMC Theaters,2024-03-17
AMC Cherry Hill 24,2121 Route 38,Cherry Hill,NJ,08002,https://www.amctheatres.com/movie-theatres/philadelphia/amc-cherry-hill-24,39.938123,-75.026579,New Jersey,AMC Theaters,2024-03-17
AMC CLASSIC Dover 14,1365 N Dupont Hwy,Dover,DE,19901,https://www.amctheatres.com/movie-theatres/philadelphia/amc-classic-dover-14,39.190917,-75.539299,Delaware,AMC Theaters,2024-03-17
AMC Voorhees 16,900 Haddonfield Berlin Rd,Voorhees,NJ,08043-3598,https://www.amctheatres.com/movie-theatres/philadelphia/amc-voorhees-16,39.847126,-74.979118,New Jersey,AMC Theaters,2024-03-17
AMC CLASSIC Allentown 16,1700 Catasauqua Rd,Allentown,PA,18109-3102,https://www.amctheatres.com/movie-theatres/philadelphia/amc-classic-allentown-16,40.636406,-75.430411,Pennsylvania,AMC Theaters,2024-03-17
AMC Center Valley 16,2805 Center Valley Parkway,Center Valley,PA,18034,https://www.amctheatres.com/movie-theatres/philadelphia/amc-center-valley-16,40.559492,-75.409895,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC Pottsgrove 12,110 Upland Square Dr.,Pottsgrove,PA,19464,https://www.amctheatres.com/movie-theatres/philadelphia/amc-classic-pottsgrove-12,40.268608,-75.659001,Pennsylvania,AMC Theaters,2024-03-17
AMC Fairgrounds 10,3050 North 5th Street Highway,Reading,PA,19605-2473,https://www.amctheatres.com/movie-theatres/philadelphia/amc-fairgrounds-10,40.379612,-75.931213,Pennsylvania,AMC Theaters,2024-03-17
AMC Ahwatukee 24,4915 East Ray Road,Phoenix,AZ,85044-6401,https://www.amctheatres.com/movie-theatres/phoenix/amc-ahwatukee-24,33.3175071514,-111.9772429643,Arizona,AMC Theaters,2024-03-17
AMC Centerpoint 11,730 South Mill Ave,Tempe,AZ,85281,https://www.amctheatres.com/movie-theatres/phoenix/amc-centerpoint-11,33.422942,-111.941701,Arizona,AMC Theaters,2024-03-17
AMC DINE-IN Esplanade 14,2515 E CAMELBACK RD,Phoenix,AZ,85016-4203,https://www.amctheatres.com/movie-theatres/phoenix/amc-dine-in-esplanade-14,33.5082728404,-112.0276048419,Arizona,AMC Theaters,2024-03-17
AMC Superstition East 12,1935 S Signal Butte Road,Mesa,AZ,85209,https://www.amctheatres.com/movie-theatres/phoenix/amc-superstition-east-12,33.379776,-111.59853,Arizona,AMC Theaters,2024-03-17
AMC Deer Valley 17,3033 West Agua Fria Freeway,Phoenix,AZ,85027-0000,https://www.amctheatres.com/movie-theatres/phoenix/amc-deer-valley-17,33.666766,-112.123915,Arizona,AMC Theaters,2024-03-17
AMC Mesa Grand 14,1645 South Stapley Drive,Mesa,AZ,85204-6609,https://www.amctheatres.com/movie-theatres/phoenix/amc-mesa-grand-14,33.383749,-111.802732,Arizona,AMC Theaters,2024-03-17
AMC Arizona Center 24,565 North 3rd Street,Phoenix,AZ,85004-2136,https://www.amctheatres.com/movie-theatres/phoenix/amc-arizona-center-24,33.453804,-112.069375,Arizona,AMC Theaters,2024-03-17
AMC Arrowhead 14,7700 West Arrowhead Towne Ctr,Glendale,AZ,85308-8616,https://www.amctheatres.com/movie-theatres/phoenix/amc-arrowhead-14,33.642213,-112.225319,Arizona,AMC Theaters,2024-03-17
AMC DINE-IN Desert Ridge 18,21001 North Tatum Blvd,Phoenix,AZ,85050,https://www.amctheatres.com/movie-theatres/phoenix/amc-dine-in-desert-ridge-18,33.679582,-111.975209,Arizona,AMC Theaters,2024-03-17
AMC Westgate 20,9400 West Hanna Lane,Glendale,AZ,85305-3137,https://www.amctheatres.com/movie-theatres/phoenix/amc-westgate-20,33.535027,-112.261288,Arizona,AMC Theaters,2024-03-17
AMC Surprise Pointe 14,13649 North Litchfield Road,Surprise,AZ,85374,https://www.amctheatres.com/movie-theatres/phoenix/amc-surprise-pointe-14,33.607388,-112.359147,Arizona,AMC Theaters,2024-03-17
AMC Waterfront 22,300 West Waterfront Dr.,West Homestead,PA,15120,https://www.amctheatres.com/movie-theatres/pittsburgh/amc-waterfront-22,40.407061,-79.918974,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC Westmoreland 15,5280 Old Rte 30,Greensburg,PA,15601,https://www.amctheatres.com/movie-theatres/pittsburgh/amc-classic-westmoreland-15,40.297916,-79.505129,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC South Hills Village 10,700 Ft. Couch Rd S. Hills,Pittsburgh,PA,15241,https://www.amctheatres.com/movie-theatres/pittsburgh/amc-classic-south-hills-village-10,40.343244,-80.054246,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC Mount Lebanon 6,1500 Washington Rd,Mount Lebanon,PA,15228,https://www.amctheatres.com/movie-theatres/pittsburgh/amc-classic-mount-lebanon-6,40.357251,-80.052196,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC South Pike 10,718 S Pike Rd,Sarver,PA,16055-9551,https://www.amctheatres.com/movie-theatres/pittsburgh/amc-classic-south-pike-10,40.699869,-79.723331,Pennsylvania,AMC Theaters,2024-03-17
AMC Morgantown 12,9540 Mall Rd,Morgantown,WV,26501,https://www.amctheatres.com/movie-theatres/pittsburgh/amc-morgantown-12,39.627111,-79.999396,West Virginia,AMC Theaters,2024-03-17
AMC Southington 12,1821 Meriden-Waterbury Turnpike,Southington,CT,06489,https://www.amctheatres.com/movie-theatres/plainville/amc-southington-12,41.565291,-72.907209,Connecticut,AMC Theaters,2024-03-17
AMC Plainville 20,220 New Britain Avenue,Plainville,CT,06062,https://www.amctheatres.com/movie-theatres/plainville/amc-plainville-20,41.67456561,-72.84509679,Connecticut,AMC Theaters,2024-03-17
AMC CLASSIC Poplar Bluff 8,3525 S Westwood Blvd,Poplar Bluff,MO,63901,https://www.amctheatres.com/movie-theatres/poplar-bluff/amc-classic-poplar-bluff-8,36.7328912606,-90.4445996041,Missouri,AMC Theaters,2024-03-17
AMC Port Chester 14,40 Westchester Avenue,Port Chester,NY,10573,https://www.amctheatres.com/movie-theatres/port-chester/amc-port-chester-14,40.999988,-73.66237,New York,AMC Theaters,2024-03-17
AMC CLASSIC Quincy 6,300 N 33rd St,Quincy,IL,62301,https://www.amctheatres.com/movie-theatres/quincy/amc-classic-quincy-6,39.9340117899,-91.3625348234,Illinois,AMC Theaters,2024-03-17
AMC Southpoint 17,8030 Renaissance Parkway,Durham,NC,27713,https://www.amctheatres.com/movie-theatres/raleigh-durham/amc-southpoint-17,35.90520062,-78.94566932,North Carolina,AMC Theaters,2024-03-17
AMC Market Fair 15,1916 Skibo Rd,Fayetteville,NC,28314,https://www.amctheatres.com/movie-theatres/raleigh-durham/amc-market-fair-15,35.06958,-78.96953,North Carolina,AMC Theaters,2024-03-17
AMC Fayetteville 14,4761 Lake Valley Dr,Fayetteville,NC,28303,https://www.amctheatres.com/movie-theatres/raleigh-durham/amc-fayetteville-14,35.084076,-78.967301,North Carolina,AMC Theaters,2024-03-17
AMC Park Place 16,9525 Chapel Hill Rd,Morrisville,NC,27560,https://www.amctheatres.com/movie-theatres/raleigh-durham/amc-park-place-16,35.803857,-78.808923,North Carolina,AMC Theaters,2024-03-17
AMC CLASSIC Wilson 10,1501 Ward Blvd,Wilson,NC,27893,https://www.amctheatres.com/movie-theatres/raleigh-durham/amc-classic-wilson-10,35.724429,-77.937135,North Carolina,AMC Theaters,2024-03-17
AMC DINE-IN Holly Springs 9,320 Grand Hill Pl,Holly Springs,NC,27540,https://www.amctheatres.com/movie-theatres/raleigh-durham/amc-dine-in-holly-springs-9,35.66295,-78.847507,North Carolina,AMC Theaters,2024-03-17
AMC CLASSIC Rapid City 10,230 Knollwood Dr,Rapid City,SD,57701,https://www.amctheatres.com/movie-theatres/rapid-city-sd/amc-classic-rapid-city-10,44.103107,-103.217663,South Dakota,AMC Theaters,2024-03-17
AMC DINE-IN Midlothian 10,1100 Alverser Dr,Midlothian,VA,23113,https://www.amctheatres.com/movie-theatres/richmond-va/amc-dine-in-midlothian-10,37.50713,-77.61932,Virginia,AMC Theaters,2024-03-17
AMC Ridgefield Park 12,75 Challenger Road,Ridgefield Park,NJ,07660,https://www.amctheatres.com/movie-theatres/ridgefield-park/amc-ridgefield-park-12,40.84968,-74.013055,New Jersey,AMC Theaters,2024-03-17
AMC CLASSIC Roanoke 10,4494 Electric Rd Sw,Roanoke,VA,24014,https://www.amctheatres.com/movie-theatres/roanoke-va/amc-classic-roanoke-10,37.234,-79.9771,Virginia,AMC Theaters,2024-03-17
AMC CLASSIC Salem Valley 8,1700 Apperson Dr,Salem,VA,24153,https://www.amctheatres.com/movie-theatres/roanoke-va/amc-classic-salem-valley-8,37.2696,-80.032659,Virginia,AMC Theaters,2024-03-17
AMC Webster 12,2190 Empire Blvd.,Webster,NY,14580,https://www.amctheatres.com/movie-theatres/rochester/amc-webster-12,43.201962,-77.494605,New York,AMC Theaters,2024-03-17
AMC CLASSIC Sauk Valley 8,4110 30th St,Sterling,IL,61081-9798,https://www.amctheatres.com/movie-theatres/rockford/amc-classic-sauk-valley-8,41.816824,-89.649519,Illinois,AMC Theaters,2024-03-17
AMC Rockford 16,8301 E State St,Rockford,IL,61108,https://www.amctheatres.com/movie-theatres/rockford/amc-rockford-16,42.272396,-88.953466,Illinois,AMC Theaters,2024-03-17
AMC Machesney Park 14,1860 Anjali Way,Machesney Park,IL,61115,https://www.amctheatres.com/movie-theatres/rockford/amc-machesney-park-14,42.37078,-89.004594,Illinois,AMC Theaters,2024-03-17
AMC West Jordan 12,1600 West Fox Park Drive,West Jordan,UT,84088,https://www.amctheatres.com/movie-theatres/salt-lake-city/amc-west-jordan-12,40.584683,-111.935813,Utah,AMC Theaters,2024-03-17
AMC Layton Hills 9,728 West 1425 North,Layton Hills,UT,84041,https://www.amctheatres.com/movie-theatres/salt-lake-city/amc-layton-hills-9,41.0815070673,-111.9792286528,Utah,AMC Theaters,2024-03-17
AMC Provo 8,4925 N Edgewood Dr,Provo,UT,84604,https://www.amctheatres.com/movie-theatres/salt-lake-city/amc-provo-8,40.299253,-111.659858,Utah,AMC Theaters,2024-03-17
AMC Rivercenter 11 with Alamo IMAX,849 E. Commerce Street,San Antonio,TX,78205-0000,https://www.amctheatres.com/movie-theatres/san-antonio/amc-rivercenter-11-with-alamo-imax,29.423622,-98.485358,Texas,AMC Theaters,2024-03-17
AMC CLASSIC Boerne 11,205 Old San Antonio Road,Boerne,TX,78006,https://www.amctheatres.com/movie-theatres/san-antonio/amc-classic-boerne-11,29.758917,-98.70634,Texas,AMC Theaters,2024-03-17
AMC Palm Promenade 24,770 Dennery Road,San Diego,CA,92154-8400,https://www.amctheatres.com/movie-theatres/san-diego/amc-palm-promenade-24,32.578913,-117.036334,California,AMC Theaters,2024-03-17
AMC Mission Valley 20,"1640 Camino Del Rio, North",San Diego,CA,92108,https://www.amctheatres.com/movie-theatres/san-diego/amc-mission-valley-20,32.76775,-117.146678,California,AMC Theaters,2024-03-17
"AMC La Jolla 12, Located in La Jolla Village Square",8657 Villa La Jolla Dr,La Jolla,CA,92037-2356,https://www.amctheatres.com/movie-theatres/san-diego/amc-la-jolla-12,32.866533,-117.231649,California,AMC Theaters,2024-03-17
AMC Otay Ranch 12,2015 Birch Road,Chula Vista,CA,91915,https://www.amctheatres.com/movie-theatres/san-diego/amc-otay-ranch-12,32.623132,-116.967554,California,AMC Theaters,2024-03-17
AMC Plaza Bonita 14,3050 Plaza Bonita Rd.,National City,CA,91950,https://www.amctheatres.com/movie-theatres/san-diego/amc-plaza-bonita-14,32.65578,-117.065718,California,AMC Theaters,2024-03-17
AMC Fashion Valley 18,7037 Friars Road,San Diego,CA,92108,https://www.amctheatres.com/movie-theatres/san-diego/amc-fashion-valley-18,32.76717,-117.169295,California,AMC Theaters,2024-03-17
AMC Chula Vista 10,555 Broadway #2050,Chula Vista,CA,91910,https://www.amctheatres.com/movie-theatres/san-diego/amc-chula-vista-10,32.63014,-117.08459,California,AMC Theaters,2024-03-17
"AMC UTC 14, Located in Westfield Mall",4425 La Jolla Village Drive,San Diego,CA,92122,https://www.amctheatres.com/movie-theatres/san-diego/amc-utc-14,32.871279,-117.211299,California,AMC Theaters,2024-03-17
AMC DINE-IN Poway 10,13475 Poway Rd,Poway,CA,92064-4713,https://www.amctheatres.com/movie-theatres/san-diego/amc-dine-in-poway-10,32.954897,-117.039772,California,AMC Theaters,2024-03-17
AMC DINE-IN Sunnyvale 12,150 E. McKinley Ave,Sunnyvale,CA,94086,https://www.amctheatres.com/movie-theatres/san-francisco/amc-dine-in-sunnyvale-12,37.373807,-122.0329617,California,AMC Theaters,2024-03-17
AMC NewPark 12,400 Newpark Mall,Newark,CA,94560,https://www.amctheatres.com/movie-theatres/san-francisco/amc-newpark-12,37.527744,-122.001159,California,AMC Theaters,2024-03-17
AMC Metreon 16,135 Fourth St,San Francisco,CA,94103,https://www.amctheatres.com/movie-theatres/san-francisco/amc-metreon-16,37.78409516,-122.4036164,California,AMC Theaters,2024-03-17
AMC Kabuki 8,1881 Post St,San Francisco,CA,94115-3607,https://www.amctheatres.com/movie-theatres/san-francisco/amc-kabuki-8,37.7852,-122.432688,California,AMC Theaters,2024-03-17
AMC Manteca 16,848 Lifestyle St,Manteca,CA,95337,https://www.amctheatres.com/movie-theatres/san-francisco/amc-manteca-16,37.781226,-121.227506,California,AMC Theaters,2024-03-17
AMC Eastridge 15,2190 Eastridge Loop,San Jose,CA,95122,https://www.amctheatres.com/movie-theatres/san-jose/amc-eastridge-15,37.32401289,-121.8144489,California,AMC Theaters,2024-03-17
AMC Saratoga 14,700 El Paseo De Saratoga,San Jose,CA,95130-1628,https://www.amctheatres.com/movie-theatres/san-jose/amc-saratoga-14,37.288734,-121.989949,California,AMC Theaters,2024-03-17
AMC Mercado 20,3111 Mission College Blvd.,Santa Clara,CA,95054-1832,https://www.amctheatres.com/movie-theatres/san-jose/amc-mercado-20,37.388852,-121.982993,California,AMC Theaters,2024-03-17
AMC Saratoga Springs 11,19 Railroad Pl,Saratoga Springs,NY,12866,https://www.amctheatres.com/movie-theatres/saratoga-springs/amc-saratoga-springs-11,43.083531,-73.786927,New York,AMC Theaters,2024-03-17
AMC CLASSIC Savannah 11,1150 Shawnee St,Savannah,GA,31420,https://www.amctheatres.com/movie-theatres/savannah-ga/amc-classic-savannah-11,31.985684,-81.172167,Georgia,AMC Theaters,2024-03-17
AMC CLASSIC Statesboro 12,610 Brannen St,Statesboro,GA,30458,https://www.amctheatres.com/movie-theatres/savannah-ga/amc-classic-statesboro-12,32.43409,-81.76359,Georgia,AMC Theaters,2024-03-17
AMC Kent Station 14,426 Ramsay Way,Kent,WA,98032,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-kent-station-14,47.384948,-122.235058,Washington,AMC Theaters,2024-03-17
AMC Southcenter 16,3600 Southcenter Mall,Tukwila,WA,98188,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-southcenter-16,47.458567,-122.261211,Washington,AMC Theaters,2024-03-17
AMC Progress Ridge 13,12345 Sw Horizon Blvd,Beaverton,OR,97007,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-progress-ridge-13,45.4307154,-122.8315887,Oregon,AMC Theaters,2024-03-17
AMC Vancouver Mall 23,8700 Northeast Vancouver Mall Drive,Vancouver,WA,98662,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-vancouver-mall-23,45.657905,-122.584,Washington,AMC Theaters,2024-03-17
AMC CLASSIC Mill Plain 8,11700 Se 7th St,Vancouver,WA,98683,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-classic-mill-plain-8,45.616625,-122.550768,Washington,AMC Theaters,2024-03-17
AMC Pacific Place 11,600 Pine Street,Seattle,WA,98101-3709,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-pacific-place-11,47.612427,-122.335349,Washington,AMC Theaters,2024-03-17
AMC Kitsap 8,10055 Kitsap Mall Blvd Nw,Silverdale,WA,98383,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-kitsap-8,47.654688,-122.694861,Washington,AMC Theaters,2024-03-17
AMC Factoria 8,3505 Factoria Blvd Se,Bellevue,WA,98006,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-factoria-8,47.5790299804,-122.1702772566,Washington,AMC Theaters,2024-03-17
AMC Oak Tree 6,10006 Aurora Avenue N.,Seattle,WA,98133,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-oak-tree-6,47.701935,-122.342656,Washington,AMC Theaters,2024-03-17
AMC Lakewood Mall 12,5721 Main St Sw,Lakewood,WA,98499,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-lakewood-mall-12,47.1624102964,-122.5126752516,Washington,AMC Theaters,2024-03-17
AMC Cascade Mall 14,200 Cascade Mall Dr.,Burlington,WA,98233,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-cascade-mall-14,48.464626,-122.335816,Washington,AMC Theaters,2024-03-17
AMC Woodinville 12,17640 Garden Wy. Ne,Woodinville,WA,98072,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-woodinville-12,47.755873,-122.154261,Washington,AMC Theaters,2024-03-17
AMC Alderwood Mall 16,18733-33rd Ave. West,Lynnwood,WA,98037,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-alderwood-mall-16,47.827716,-122.275467,Washington,AMC Theaters,2024-03-17
"AMC Seattle 10, We welcome guests 21+ only.",4500 9th Ave Ne,Seattle,WA,98105-4762,https://www.amctheatres.com/movie-theatres/seattle-tacoma/amc-seattle-10,47.662017,-122.318253,Washington,AMC Theaters,2024-03-17
AMC CLASSIC Ardmore 8,2401 12th Avenue Nw #106,Ardmore,OK,73401,https://www.amctheatres.com/movie-theatres/sherman-tx/amc-classic-ardmore-8,34.188305,-97.159138,Oklahoma,AMC Theaters,2024-03-17
AMC Southern Hills 12,4400 Sergeant Rd,Sioux City,IA,51106,https://www.amctheatres.com/movie-theatres/sioux-city-ia/amc-southern-hills-12,42.448855,-96.352371,Iowa,AMC Theaters,2024-03-17
AMC South Bend 16,450 W Chippewa Ave,South Bend,IN,46614,https://www.amctheatres.com/movie-theatres/south-bend/amc-south-bend-16,41.633439,-86.255625,Indiana,AMC Theaters,2024-03-17
AMC River Park Square 20,808 West Main Avenue,Spokane,WA,99201-0000,https://www.amctheatres.com/movie-theatres/spokane/amc-river-park-square-20,47.659503,-117.423758,Washington,AMC Theaters,2024-03-17
AMC Champaign 13,910 Meijer Dr,Champaign,IL,61822,https://www.amctheatres.com/movie-theatres/springfield-il/amc-champaign-13,40.14767,-88.25957,Illinois,AMC Theaters,2024-03-17
AMC CLASSIC Decatur 10,2360 S Mount Zion Rd,Decatur,IL,62521-9719,https://www.amctheatres.com/movie-theatres/springfield-il/amc-classic-decatur-10,39.81367,-88.876471,Illinois,AMC Theaters,2024-03-17
AMC CLASSIC Springfield 12,3141 Mercantile Dr,Springfield,IL,62711,https://www.amctheatres.com/movie-theatres/springfield-il/amc-classic-springfield-12,39.75463764,-89.7269293009,Illinois,AMC Theaters,2024-03-17
AMC Springfield 8,2945 S Dirksen Pkwy,Springfield,IL,62703,https://www.amctheatres.com/movie-theatres/springfield-il/amc-springfield-8,39.7635588675,-89.6083022308,Illinois,AMC Theaters,2024-03-17
AMC Springfield 11,3200 E  Montclair,Springfield,MO,65804,https://www.amctheatres.com/movie-theatres/springfield-mo/amc-springfield-11,37.155064,-93.230447,Missouri,AMC Theaters,2024-03-17
AMC Esquire 7,6706 Clayton Road,Saint Louis,MO,63117-1604,https://www.amctheatres.com/movie-theatres/st-louis/amc-esquire-7,38.634182,-90.316645,Missouri,AMC Theaters,2024-03-17
AMC Streets Of St Charles 8,311 Lombard Street,St Charles,MO,63303,https://www.amctheatres.com/movie-theatres/st-louis/amc-streets-of-st-charles-8,38.766302,-90.49394,Missouri,AMC Theaters,2024-03-17
AMC Creve Coeur 12,10465 Olive Blvd.,Creve Coeur,MO,63141,https://www.amctheatres.com/movie-theatres/st-louis/amc-creve-coeur-12,38.674509,-90.410778,Missouri,AMC Theaters,2024-03-17
AMC Edwardsville 12,6633 Center Grove Rd,Edwardsville,IL,62025,https://www.amctheatres.com/movie-theatres/st-louis/amc-edwardsville-12,38.781801,-89.956677,Illinois,AMC Theaters,2024-03-17
AMC CLASSIC Farmington 4,838 Valley Creek Dr,Farmington,MO,63640,https://www.amctheatres.com/movie-theatres/st-louis/amc-classic-farmington-4,37.7924417382,-90.4408698605,Missouri,AMC Theaters,2024-03-17
AMC Tallahassee 20,2415 N. Monroe Street,Tallahassee,FL,32303-0000,https://www.amctheatres.com/movie-theatres/tallahassee/amc-tallahassee-20,30.47683086,-84.2888811,Florida,AMC Theaters,2024-03-17
AMC Veterans 24,9302 Anderson Road,Tampa,FL,33634-0000,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-veterans-24,28.0329875,-82.54304947,Florida,AMC Theaters,2024-03-17
AMC The Regency 20,2496 W. Brandon Blvd,Brandon,FL,33511-4717,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-the-regency-20,27.94293,-82.324122,Florida,AMC Theaters,2024-03-17
AMC Sarasota 12,8201 S TAMIAMI TRL,Sarasota,FL,34238-2966,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-sarasota-12,27.23352032,-82.4930766547,Florida,AMC Theaters,2024-03-17
AMC Riverview 14,9390 Theater Dr,Gibsonton,FL,33534,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-riverview-14,27.8486633,-82.3484671,Florida,AMC Theaters,2024-03-17
AMC Woodlands Square 20,3128 Tampa Road,Oldsmar,FL,34677-0000,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-woodlands-square-20,28.052358,-82.699454,Florida,AMC Theaters,2024-03-17
AMC West Shore 14,210 Westshore Plaza,Tampa,FL,33609-0000,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-west-shore-14,27.945051,-82.527397,Florida,AMC Theaters,2024-03-17
AMC Bradenton 20,2507 53rd Ave E,Bradenton,FL,34203,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-bradenton-20,27.448324,-82.531657,Florida,AMC Theaters,2024-03-17
AMC CLASSIC Palm Harbor 10,37912 Us Highway 19 N,Palm Harbor,FL,34684-1025,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-classic-palm-harbor-10,28.1165,-82.7408,Florida,AMC Theaters,2024-03-17
AMC Lakeshore 8,901 Us 27,Sebring,FL,33870,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-lakeshore-8,27.49059,-81.48838,Florida,AMC Theaters,2024-03-17
AMC SUNDIAL 12,151 2nd Ave North,Saint Petersburg,FL,33701-3319,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-sundial-12,27.7742,-82.6348,Florida,AMC Theaters,2024-03-17
AMC Highwoods 20,18002 Highwoods Preserve Parkway,Tampa,FL,33647,https://www.amctheatres.com/movie-theatres/tampa-st-petersburg/amc-highwoods-20,28.130796,-82.37058,Florida,AMC Theaters,2024-03-17
AMC CLASSIC Terre Haute 12,3153 S 3rd Pl,Terre Haute,IN,47802,https://www.amctheatres.com/movie-theatres/terre-haute/amc-classic-terre-haute-12,39.427904,-87.422526,Indiana,AMC Theaters,2024-03-17
AMC CLASSIC Findlay 12,906 Interstate Dr.,Findlay,OH,45840,https://www.amctheatres.com/movie-theatres/toledo-oh/amc-classic-findlay-12,41.06464,-83.66755,Ohio,AMC Theaters,2024-03-17
AMC DINE-IN Manhattan 13,103 Manhattan Town Center,Manhattan,KS,66502,https://www.amctheatres.com/movie-theatres/topeka-ks/amc-dine-in-manhattan-13,39.1779899597,-96.5594711304,Kansas,AMC Theaters,2024-03-17
AMC CLASSIC Ludington 8,3857 W Us 10-31,Ludington,MI,49431,https://www.amctheatres.com/movie-theatres/traverse-city-mi/amc-classic-ludington-8,43.95611,-86.37573,Michigan,AMC Theaters,2024-03-17
AMC CLASSIC Cherry Blossom 14,3825 Marketplace Cir,Traverse City,MI,49684,https://www.amctheatres.com/movie-theatres/traverse-city-mi/amc-classic-cherry-blossom-14,44.732119,-85.649435,Michigan,AMC Theaters,2024-03-17
AMC CLASSIC Towne Crossing 8,925 W. Andrew Johnson Hwy,Greeneville,TN,37745,https://www.amctheatres.com/movie-theatres/tri-cities-tn/amc-classic-towne-crossing-8,36.173831,-82.836784,Tennessee,AMC Theaters,2024-03-17
AMC Johnson City 14,1805 N Roan St,Johnson City,TN,37601,https://www.amctheatres.com/movie-theatres/tri-cities-tn/amc-johnson-city-14,36.3333,-82.3764,Tennessee,AMC Theaters,2024-03-17
AMC Foothills 15,7401 N LA CHOLLA BLVD,Tucson,AZ,85741-2329,https://www.amctheatres.com/movie-theatres/tucson/amc-foothills-15,32.340714,-111.014906,Arizona,AMC Theaters,2024-03-17
AMC Southroads 20,4923 E. 41st Street,Tulsa,OK,74135-0000,https://www.amctheatres.com/movie-theatres/tulsa/amc-southroads-20,36.104439,-95.921946,Oklahoma,AMC Theaters,2024-03-17
AMC CLASSIC Owasso 12,12601 E 86th North,Owasso,OK,74055,https://www.amctheatres.com/movie-theatres/tulsa/amc-classic-owasso-12,36.278561,-95.83353,Oklahoma,AMC Theaters,2024-03-17
AMC CLASSIC Tulsa Hills 12,8307 South Olympia Ave,Tulsa,OK,74132,https://www.amctheatres.com/movie-theatres/tulsa/amc-classic-tulsa-hills-12,36.044717,-96.004707,Oklahoma,AMC Theaters,2024-03-17
AMC Longview 10,201 Tall Pines Ave,Longview,TX,75605,https://www.amctheatres.com/movie-theatres/tyler-tx/amc-longview-10,32.537877,-94.747413,Texas,AMC Theaters,2024-03-17
AMC Lufkin 9,4600 S. Medford,Lufkin,TX,75901,https://www.amctheatres.com/movie-theatres/tyler-tx/amc-lufkin-9,31.311848,-94.724207,Texas,AMC Theaters,2024-03-17
AMC CLASSIC Nacogdoches 6,3801 North Street,Nacogdoches,TX,75965,https://www.amctheatres.com/movie-theatres/tyler-tx/amc-classic-nacogdoches-6,31.639261,-94.653826,Texas,AMC Theaters,2024-03-17
AMC CLASSIC Tyler 14,7415 S Broadway Ave,Tyler,TX,75703,https://www.amctheatres.com/movie-theatres/tyler-tx/amc-classic-tyler-14,32.26845,-95.30872,Texas,AMC Theaters,2024-03-17
AMC Hawthorn 12,675 Hawthorn Center,Vernon Hills,IL,60061,https://www.amctheatres.com/movie-theatres/vernon-hills/amc-hawthorn-12,42.244412,-87.948942,Illinois,AMC Theaters,2024-03-17
AMC Indian River 24,6200 20th Street  Room 600,Vero Beach,FL,32966,https://www.amctheatres.com/movie-theatres/vero-beach/amc-indian-river-24,27.641317,-80.457554,Florida,AMC Theaters,2024-03-17
